ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,_v1,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,_v2,_v3,_v4,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3,Training_Sample,sex,race,age_cat,age,decile_score,score_text,priors_count,two_year_recid,is_recid,c_charge_degree
3847,M,BLACK,43-47,12,No,6.0,High,High School Diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,,,,,0.0,5 or more,No,No,3 or more,4 or more,Yes,2,0,Yes,No,No,No,No,No,No,Yes,No,No,No,No,1,0,0,1,189.0,0.5,0.5,0.0,0.0,0.1560846560846561,0.9662698412698412,No,Yes,Yes,No,No,0,Male,African-American,25 - 45,45.0,6.0,Medium,0.0,1,1,F
3848,M,BLACK,48 or older,1,No,6.0,Standard,High School Diploma,0,Property,More than 3 years,,5.0,,,3.0,5 or more,No,No,3 or more,4 or more,Yes,3 or more,1,Yes,No,No,No,No,Yes,No,No,No,No,No,No,4 or more,0,0,0,152.5,0.0,0.125,0.0,0.0,1.0,0.2993852459016393,No,No,No,No,No,0,Male,African-American,Greater than 45,50.0,6.0,Medium,8.0,0,0,F
3849,M,BLACK,48 or older,11,No,2.0,Standard,Less than HS diploma,0,Property,Less than 1 year,,5.0,,2.0,,0,Yes,No,1,2,Yes,0,0,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,,,,,1.0,0.880120481927711,No,No,No,No,No,0,Male,African-American,Greater than 45,50.0,2.0,Low,7.0,0,0,F
3850,F,BLACK,48 or older,4,,7.0,High,Less than HS diploma,3 or more,Drug,1-2 years,9.0,5.0,0.0,3.0,,5 or more,No,No,2,4 or more,No,1,2 or more,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,3,10 or more,0,0,31.75,0.0,0.1000000014901161,0.0,0.0,1.0,1.150393700787401,No,No,No,No,No,0,Female,African-American,Greater than 45,50.0,7.0,Medium,17.0,0,0,F
3851,M,WHITE,43-47,12,No,4.0,Standard,Less than HS diploma,1,Drug,1-2 years,,,2.0,,4.0,5 or more,No,Yes,2,3,No,2,2 or more,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,2,5,1,0,26.7,0.0,0.0,0.1000000014901161,0.1000000014901161,1.0,1.0,No,Yes,Yes,No,No,0,Male,Caucasian,25 - 45,45.0,4.0,Low,6.0,1,1,F
3852,M,WHITE,38-42,13,No,9.0,Specialized,High School Diploma,2,Property,1-2 years,,,1.0,,0.0,3,No,No,3 or more,3,No,3 or more,0,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0,0,0,0,110.625,0.0,0.0,0.0,0.0,0.8429378531073446,1.238135593220339,No,Yes,No,No,Yes,1,Male,Caucasian,25 - 45,40.0,9.0,High,1.0,1,1,F
3853,M,BLACK,43-47,1,No,2.0,,Less than HS diploma,1,Property,Less than 1 year,,,1.0,,2.0,5 or more,Yes,Yes,3 or more,2,Yes,3 or more,1,No,No,No,No,Yes,No,Yes,No,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,No,Yes,Yes,No,No,0,Male,African-American,25 - 45,45.0,2.0,Low,3.0,1,1,F
3854,M,WHITE,43-47,24,No,4.0,Standard,Less than HS diploma,0,Other,Less than 1 year,9.0,,,4.0,0.0,2,No,Yes,2,1,No,1,0,No,No,Yes,No,No,Yes,No,No,No,No,No,No,0,0,0,0,38.4,0.0,0.0,0.0,0.0,1.0,0.951171875,No,No,No,No,No,1,Male,Caucasian,25 - 45,45.0,4.0,Low,13.0,0,0,M
3855,M,BLACK,48 or older,17,No,2.0,Standard,High School Diploma,2,Property,1-2 years,,,,,0.0,5 or more,No,No,2,4 or more,Yes,0,0,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,0,0,0,1,143.8,0.0,0.0,0.0,0.0,1.0,1.015994436717663,No,Yes,No,Yes,No,1,Male,African-American,Greater than 45,50.0,2.0,Low,0.0,1,1,F
3856,M,BLACK,43-47,16,No,8.0,Specialized,High School Diploma,2,Drug,Greater than 2 to 3 years,,,2.0,,,5 or more,Yes,No,3 or more,4 or more,No,3 or more,2 or more,No,No,No,No,No,Yes,No,No,No,No,No,No,0,10 or more,0,1,76.05555555555556,0.0555555559694767,0.0,0.0,0.0555555559694767,0.8283418553688824,0.5336011687363039,No,No,No,No,No,1,Male,African-American,25 - 45,45.0,8.0,High,2.0,0,0,F
3857,M,BLACK,48 or older,2,No,4.0,Standard,High School Diploma,3 or more,,Greater than 2 to 3 years,,,,1.0,,5 or more,Yes,Yes,3 or more,2,Yes,0,1,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,2,6,3 or more,0,128.0,0.0,0.0,0.0,0.0,0.0071022727272727,0.2594105113636364,No,Yes,Yes,No,No,1,Male,African-American,Greater than 45,50.0,4.0,Low,1.0,1,1,
3858,M,WHITE,43-47,22,No,6.0,Standard,Less than HS diploma,2,Property,1-2 years,,,,,2.0,5 or more,No,No,3 or more,4 or more,Yes,3 or more,1,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,1,8,0,1,59.0,0.0,0.0,0.0,0.0,1.0,1.238135593220339,No,No,No,No,No,0,Male,Caucasian,25 - 45,45.0,6.0,Medium,2.0,0,0,F
3859,F,BLACK,48 or older,22,,5.0,High,Less than HS diploma,3 or more,Drug,1-2 years,,,,,,5 or more,No,No,3 or more,4 or more,No,2,2 or more,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,1,95.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,0,Female,African-American,Greater than 45,50.0,5.0,Medium,0.0,1,1,F
3860,M,WHITE,43-47,13,No,3.0,Standard,At least some college,3 or more,Drug,1-2 years,9.0,,,2.0,,4,Yes,No,1,4 or more,Yes,0,2 or more,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,1,108.6,0.0,0.0,0.0,0.0,0.9465930018416208,0.6726519337016574,No,Yes,No,No,Yes,0,Male,Caucasian,25 - 45,45.0,3.0,Low,11.0,1,1,F
3861,M,WHITE,48 or older,11,No,3.0,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,3.0,0.0,1.0,0.0,0.0,0,No,No,1,0,Yes,0,0,No,No,No,No,No,Yes,No,Yes,No,No,No,No,1,7,0,2,24.6,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,No,Yes,No,1,Male,Caucasian,Greater than 45,50.0,3.0,Low,4.0,1,1,F
3862,M,BLACK,43-47,6,No,10.0,Specialized,High School Diploma,0,Property,1-2 years,,,2.0,,1.0,4,No,Yes,3 or more,4 or more,Yes,3 or more,0,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,1,43.66666666666666,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,1,Male,African-American,25 - 45,45.0,10.0,High,3.0,1,1,F
3863,M,BLACK,43-47,20,No,7.0,Standard,High School Diploma,3 or more,Property,1-2 years,,,2.0,,1.0,5 or more,No,Yes,3 or more,4 or more,Yes,3 or more,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,4 or more,1,1,1,164.8,0.0,0.2000000029802322,0.0,0.0,0.0,0.0,No,Yes,No,No,Yes,1,Male,African-American,25 - 45,45.0,7.0,Medium,3.0,1,1,F
3864,F,BLACK,48 or older,5,,10.0,Specialized,At least some college,1,Property,1-2 years,,,1.0,,0.0,1,No,No,3 or more,2,No,3 or more,0,No,No,No,Yes,No,No,No,No,No,No,Yes,No,3,8,0,3 or more,6.714285714285714,0.0,0.0,0.0,0.0,0.3644474948524365,0.5013726835964311,No,No,No,No,No,1,Female,African-American,Greater than 45,50.0,10.0,High,1.0,0,0,F
3865,M,BLACK,48 or older,21,No,3.0,Standard,Less than HS diploma,3 or more,Drug,More than 3 years,,4.0,,,4.0,5 or more,No,No,3 or more,4 or more,Yes,3 or more,2 or more,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,3,6,0,0,105.4,0.0,0.0666666701436043,0.0,0.0,1.0,0.4620493358633775,No,No,No,No,No,1,Male,African-American,Greater than 45,50.0,3.0,Low,8.0,0,0,F
3866,M,WHITE,43-47,17,No,4.0,,High School Diploma,0,Drug,Less than 1 year,,,1.0,4.0,1.0,5 or more,No,Yes,3 or more,1,Yes,2,1,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,No,Yes,No,Yes,No,1,Male,Caucasian,25 - 45,45.0,4.0,Low,6.0,1,1,F
3867,M,WHITE,38-42,16,No,6.0,High,High School Diploma,3 or more,Property,1-2 years,,,0.0,4.0,2.0,2,No,No,3 or more,1,No,2,1,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,1,373.3333333333333,0.0,0.0,0.3333333432674408,0.0,0.0,0.0,Yes,Yes,Yes,No,No,0,Male,Caucasian,25 - 45,40.0,6.0,Medium,6.0,1,1,F
3868,M,BLACK,38-42,8,No,6.0,Specialized,High School Diploma,3 or more,Drug,1-2 years,,4.0,0.0,2.0,,5 or more,No,No,1,2,No,0,2 or more,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,0,0,0,0,140.5,0.0714285746216774,0.0,0.0,0.0,0.813421453990849,1.114133197763091,No,No,No,No,No,1,Male,African-American,25 - 45,40.0,6.0,Medium,6.0,0,0,F
3869,M,WHITE,43-47,14,No,9.0,Specialized,High School Diploma,0,Property,Greater than 2 to 3 years,,,0.0,,,2,No,No,3 or more,1,No,2,1,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,4 or more,10 or more,3 or more,0,75.5,0.0,0.1666666716337204,0.0,0.0,0.8410596026490066,1.612582781456954,No,Yes,No,Yes,No,0,Male,Caucasian,25 - 45,45.0,9.0,High,0.0,1,1,F
3870,M,WHITE,48 or older,17,No,3.0,Specialized,Less than HS diploma,1,Violent/Non-Sex,Greater than 2 to 3 years,1.0,1.0,1.0,0.0,0.0,0,No,Yes,1,0,Yes,0,0,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,0,0,0,0,,,,,,1.0,2.0,No,No,No,No,No,1,Male,Caucasian,Greater than 45,50.0,3.0,Low,3.0,0,0,F
3871,M,WHITE,48 or older,14,No,3.0,,Less than HS diploma,0,Violent/Non-Sex,Less than 1 year,8.0,,2.0,3.0,2.0,5 or more,No,No,2,4 or more,Yes,3 or more,1,Yes,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,2,,,,,,0.0453333333333333,0.974,No,Yes,Yes,No,No,1,Male,Caucasian,Greater than 45,50.0,3.0,Low,15.0,1,1,F
3872,M,BLACK,43-47,14,No,7.0,Standard,High School Diploma,3 or more,,1-2 years,,1.0,,3.0,4.0,5 or more,No,Yes,3 or more,1,Yes,0,2 or more,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,0,10 or more,0,0,32.44444444444444,0.1111111119389534,0.0,0.0,0.0,1.0,2.0,No,Yes,No,Yes,No,1,Male,African-American,25 - 45,45.0,7.0,Medium,8.0,1,1,
3873,M,BLACK,48 or older,4,No,7.0,Standard,At least some college,3 or more,Property,More than 3 years,6.0,4.0,,1.0,,1,No,No,3 or more,1,No,0,2 or more,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,Yes,No,No,No,No,0,Male,African-American,Greater than 45,50.0,7.0,Medium,11.0,0,0,F
3874,M,WHITE,43-47,25,No,7.0,High,High School Diploma,0,Property,1-2 years,,1.0,2.0,,1.0,5 or more,No,No,3 or more,2,Yes,3 or more,0,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,3,0,2,,,,,,0.293103448275862,2.0,No,Yes,No,Yes,No,0,Male,Caucasian,25 - 45,45.0,7.0,Medium,4.0,1,1,F
3875,M,WHITE,43-47,7,No,6.0,High,Less than HS diploma,3 or more,Drug,Less than 1 year,,,2.0,4.0,3.0,5 or more,No,No,0,4 or more,Yes,0,1,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,1,7,0,0,394.0,0.0,0.0,1.0,0.0,0.0,0.0,No,Yes,No,Yes,No,1,Male,Caucasian,25 - 45,45.0,6.0,Medium,9.0,1,1,F
3876,M,BLACK,48 or older,2,No,2.0,Specialized,High School Diploma,2,Property,1-2 years,,,,,0.0,3,Yes,Yes,3 or more,4 or more,Yes,2,0,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,0,0,0,0,,,,,,0.0,0.0,No,Yes,Yes,No,No,1,Male,African-American,Greater than 45,50.0,2.0,Low,0.0,1,1,F
3877,M,BLACK,48 or older,4,No,4.0,Specialized,At least some college,0,Property,Less than 1 year,,,,3.0,3.0,5 or more,Yes,No,2,3,Yes,1,0,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,4 or more,10 or more,3 or more,0,30.0,0.0,0.1818181872367859,0.0,0.0909090936183929,0.0,0.0,Yes,Yes,No,Yes,No,1,Male,African-American,Greater than 45,50.0,4.0,Low,6.0,1,1,F
3878,M,BLACK,48 or older,5,No,2.0,Standard,High School Diploma,3 or more,,More than 3 years,1.0,0.0,0.0,0.0,1.0,0,No,No,0,0,No,0,0,No,No,No,No,No,No,Yes,No,No,No,No,No,2,0,0,0,166.875,0.0,0.0,0.0,0.0,1.0,0.2735955056179775,Yes,No,No,No,No,0,Male,African-American,Greater than 45,50.0,2.0,Low,2.0,0,0,
3879,M,BLACK,48 or older,9,No,4.0,Specialized,High School Diploma,0,Other,More than 3 years,,,0.0,3.0,,5 or more,No,No,3 or more,3,No,1,2 or more,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,4 or more,10 or more,2,0,,0.0,0.0,0.0,0.0425531901419163,0.0,0.0,Yes,No,No,No,No,1,Male,African-American,Greater than 45,50.0,4.0,Low,3.0,0,0,M
3880,M,WHITE,43-47,24,No,5.0,Standard,High School Diploma,0,Property,Less than 1 year,,,,4.0,0.0,5 or more,Yes,No,3 or more,4 or more,Yes,3 or more,1,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,2,19.3,0.0,0.0,0.1500000059604645,0.0,0.0,0.0,No,Yes,Yes,No,No,1,Male,Caucasian,25 - 45,45.0,5.0,Medium,4.0,1,1,F
3881,M,BLACK,38-42,23,No,4.0,Standard,Less than HS diploma,1,Property,1-2 years,,5.0,,4.0,3.0,2,No,Yes,2,4 or more,Yes,2,1,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,No,Yes,Yes,No,No,1,Male,African-American,25 - 45,40.0,4.0,Low,12.0,1,1,F
3882,M,WHITE,43-47,25,No,3.0,Standard,High School Diploma,3 or more,Drug,Less than 1 year,8.0,,0.0,2.0,4.0,3,Yes,No,1,2,No,0,1,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,0,0,0,0,,,,,,0.78239608801956,0.8930317848410757,No,Yes,No,No,Yes,1,Male,Caucasian,25 - 45,45.0,3.0,Low,14.0,1,1,F
3883,M,BLACK,48 or older,4,No,3.0,Standard,High School Diploma,1,Property,More than 3 years,,,0.0,,,5 or more,No,No,3 or more,4 or more,No,3 or more,2 or more,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,No,No,No,No,No,0,Male,African-American,Greater than 45,50.0,3.0,Low,0.0,0,0,F
3884,M,BLACK,48 or older,3,No,3.0,Standard,Less than HS diploma,0,Property,1-2 years,6.0,1.0,1.0,4.0,0.0,1,No,No,1,1,No,2,0,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,57.5,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,No,1,Male,African-American,Greater than 45,50.0,3.0,Low,12.0,0,0,F
3885,M,BLACK,48 or older,20,No,2.0,,Less than HS diploma,3 or more,Property,Less than 1 year,3.0,,1.0,1.0,2.0,0,No,No,1,4 or more,No,1,1,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,Yes,No,No,0,Male,African-American,Greater than 45,50.0,2.0,Low,7.0,1,1,F
3886,M,WHITE,43-47,7,No,3.0,Standard,Less than HS diploma,0,Drug,Less than 1 year,7.0,4.0,,0.0,4.0,0,Yes,No,0,0,No,0,2 or more,No,No,No,No,No,Yes,No,No,No,Yes,No,No,3,10 or more,2,0,51.0,0.0,0.1111111119389534,0.0,0.1111111119389534,0.9978213507625272,1.591503267973856,No,No,No,No,No,1,Male,Caucasian,25 - 45,45.0,3.0,Low,15.0,0,0,F
3887,M,BLACK,48 or older,8,No,2.0,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,5.0,,,1.0,2.0,1,No,No,1,2,Yes,0,1,No,No,No,No,No,Yes,No,Yes,No,No,No,No,3,0,0,0,38.13333333333333,0.0,0.0,0.0,0.0,0.3129370629370629,0.638548951048951,No,No,No,No,No,1,Male,African-American,Greater than 45,50.0,2.0,Low,8.0,0,0,F
3888,M,BLACK,23-27,19,Yes,7.0,Specialized,Less than HS diploma,0,Property,Greater than 2 to 3 years,7.0,0.0,1.0,2.0,0.0,4,No,Yes,1,0,No,0,0,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,0,0,0,0,,,,,,0.0,1.0,No,Yes,No,Yes,No,1,Male,African-American,Less than 25,25.0,7.0,Medium,10.0,1,1,F
3889,M,BLACK,38-42,24,Yes,7.0,High,Less than HS diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,,,2.0,,4.0,5 or more,Yes,No,3 or more,4 or more,No,2,2 or more,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,4 or more,10 or more,3 or more,3 or more,23.15625,0.140625,0.0,0.0,0.0,0.3414304993252362,0.7393724696356275,Yes,No,No,No,No,0,Male,African-American,25 - 45,40.0,7.0,Medium,6.0,0,0,F
3890,M,BLACK,43-47,4,No,3.0,,High School Diploma,0,Property,Less than 1 year,,4.0,0.0,,0.0,2,No,No,3 or more,3,No,3 or more,0,Yes,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,41.5,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,Yes,No,No,1,Male,African-American,25 - 45,45.0,3.0,Low,4.0,1,1,F
3891,M,BLACK,48 or older,20,No,5.0,Standard,At least some college,3 or more,,1-2 years,,,,,2.0,5 or more,Yes,Yes,1,4 or more,Yes,3 or more,2 or more,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,2,0,0,1,54.28571428571428,0.0,0.1428571492433548,0.0,0.1428571492433548,0.0,0.0,No,No,No,No,No,1,Male,African-American,Greater than 45,50.0,5.0,Medium,2.0,0,0,
3892,M,BLACK,43-47,4,No,3.0,Standard,Less than HS diploma,1,Property,1-2 years,,3.0,0.0,,3.0,5 or more,No,No,3 or more,1,No,3 or more,2 or more,No,No,No,Yes,No,Yes,No,No,No,No,No,No,0,9,0,2,47.8695652173913,0.0,0.0869565233588219,0.0,0.0,1.0,0.9952316076294278,No,No,No,No,No,1,Male,African-American,25 - 45,45.0,3.0,Low,6.0,0,0,F
3893,M,BLACK,48 or older,5,No,5.0,Standard,Less than HS diploma,3 or more,Property,1-2 years,,0.0,0.0,,3.0,5 or more,No,No,3 or more,1,No,3 or more,1,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,0,10 or more,1,3 or more,93.36363636363636,0.0,0.1818181872367859,0.0,0.0,0.9698149951314508,0.3556475170399221,No,No,No,No,No,1,Male,African-American,Greater than 45,50.0,5.0,Medium,3.0,0,0,F
3894,M,BLACK,38-42,18,No,10.0,Specialized,At least some college,3 or more,Drug,1-2 years,,,,3.0,,5 or more,No,Yes,2,4 or more,Yes,0,2 or more,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0,0,0,1,148.75,0.0,0.25,0.0,0.0,1.0,1.841596638655462,No,No,No,No,No,1,Male,African-American,25 - 45,40.0,10.0,High,3.0,0,0,F
3895,M,BLACK,43-47,16,No,6.0,Standard,Less than HS diploma,2,Violent/Non-Sex,Greater than 2 to 3 years,6.0,,,2.0,3.0,5 or more,Yes,Yes,2,4 or more,Yes,2,1,Yes,No,No,No,No,No,No,Yes,No,No,No,No,0,0,0,0,27.2,0.0,0.0,0.0,0.0,0.9558823529411764,2.0,No,Yes,No,Yes,No,1,Male,African-American,25 - 45,45.0,6.0,Medium,11.0,1,1,F
3896,M,BLACK,43-47,22,No,6.0,High,High School Diploma,2,Drug,Greater than 2 to 3 years,,2.0,0.0,4.0,,5 or more,No,Yes,3 or more,2,No,3 or more,2 or more,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,2,0,0,3 or more,70.48,0.0,0.0,0.0,0.0,0.9080590238365494,1.036464245175936,No,No,No,No,No,0,Male,African-American,25 - 45,45.0,6.0,Medium,6.0,0,0,F
3897,M,WHITE,48 or older,9,Yes,5.0,Standard,High School Diploma,3 or more,Other,1-2 years,,,,0.0,0.0,1,No,Yes,3 or more,4 or more,No,0,0,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,4 or more,0,0,2,27.23333333333333,0.0333333350718021,0.0,0.1000000014901161,0.0666666701436043,0.0,0.0,No,Yes,No,Yes,No,0,Male,Caucasian,Greater than 45,50.0,5.0,Medium,0.0,1,1,M
3898,M,WHITE,38-42,14,No,10.0,Specialized,High School Diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,,,,4.0,4.0,1,No,No,2,4 or more,Yes,3 or more,1,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,1,10 or more,0,2,38.1875,0.125,0.125,0.0,0.0,1.0,1.195581014729951,No,Yes,No,Yes,No,0,Male,Caucasian,25 - 45,40.0,10.0,High,8.0,1,1,F
3899,M,BLACK,48 or older,5,No,3.0,Standard,High School Diploma,1,Property,Less than 1 year,,,,,1.0,5 or more,No,No,3 or more,4 or more,Yes,3 or more,0,Yes,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,1,27.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,No,1,Male,African-American,Greater than 45,50.0,3.0,Low,1.0,0,0,F
3900,M,BLACK,38-42,20,No,8.0,High,High School Diploma,3 or more,Drug,Greater than 2 to 3 years,9.0,1.0,1.0,1.0,,2,No,No,0,2,No,1,1,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,0,0,0,1,43.5,0.0,0.0,0.0,0.0,1.0,1.0,No,Yes,Yes,No,No,1,Male,African-American,25 - 45,40.0,8.0,High,12.0,1,1,F
3901,M,BLACK,38-42,6,No,5.0,Standard,At least some college,3 or more,Property,Less than 1 year,,,,,,2,No,No,3 or more,2,No,2,2 or more,No,No,No,No,No,Yes,No,Yes,No,No,No,No,1,0,0,0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,1,Male,African-American,25 - 45,40.0,5.0,Medium,0.0,1,1,F
3902,M,BLACK,38-42,5,No,8.0,High,Less than HS diploma,2,Other,Greater than 2 to 3 years,9.0,,2.0,0.0,,5 or more,Yes,No,2,4 or more,No,0,2 or more,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,0,10 or more,0,1,26.57575757575757,0.030303031206131,0.030303031206131,0.0,0.0,1.0,0.8329532497149373,No,Yes,No,No,Yes,1,Male,African-American,25 - 45,40.0,8.0,High,11.0,1,1,M
3903,M,BLACK,48 or older,5,No,5.0,Standard,High School Diploma,2,Property,1-2 years,,,,,0.0,5 or more,No,No,2,4 or more,No,3 or more,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,0,6,1,1,142.6666666666667,0.0,0.0,0.0,0.0,1.0,0.8533878504672898,Yes,No,No,No,No,1,Male,African-American,Greater than 45,50.0,5.0,Medium,0.0,0,0,F
3904,M,BLACK,43-47,2,No,5.0,Standard,Less than HS diploma,3 or more,Drug,Greater than 2 to 3 years,9.0,5.0,2.0,1.0,4.0,5 or more,No,No,3 or more,2,Yes,1,2 or more,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,1,0,0,3 or more,188.2222222222222,0.0,0.0,0.0,0.0,0.9445100354191264,0.8624557260920896,No,No,No,No,No,0,Male,African-American,25 - 45,45.0,5.0,Medium,21.0,0,0,F
3905,M,BLACK,38-42,25,No,6.0,High,Less than HS diploma,2,Property,Less than 1 year,,,,,2.0,5 or more,No,Yes,2,4 or more,Yes,3 or more,1,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,0,0,0,3 or more,99.625,0.0,0.0,0.0,0.0,0.8331242158092849,0.9165621079046424,No,Yes,No,No,Yes,1,Male,African-American,25 - 45,40.0,6.0,Medium,2.0,1,1,F
3906,M,BLACK,48 or older,20,No,5.0,Standard,Less than HS diploma,2,Violent/Non-Sex,1-2 years,,,,,0.0,5 or more,Yes,No,3 or more,4 or more,Yes,3 or more,0,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,0,0,0,2,,,,,,0.0,0.0,Yes,Yes,Yes,No,No,0,Male,African-American,Greater than 45,50.0,5.0,Medium,0.0,1,1,F
3907,M,WHITE,43-47,24,No,1.0,Standard,At least some college,3 or more,,More than 3 years,6.0,3.0,1.0,3.0,1.0,2,Yes,No,2,4 or more,Yes,1,1,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,7,0,1,28.55,0.0,0.0,0.0,0.0,0.8178633975481612,1.279334500875657,No,Yes,No,Yes,No,1,Male,Caucasian,25 - 45,45.0,1.0,Low,14.0,1,1,
3908,M,WHITE,48 or older,4,No,4.0,,High School Diploma,3 or more,Property,More than 3 years,,,,,2.0,5 or more,No,Yes,3 or more,4 or more,Yes,3 or more,0,Yes,No,No,Yes,No,No,No,No,No,No,No,No,0,0,0,1,42.66666666666666,0.0,0.0,0.0,0.0,1.0,1.0,No,Yes,Yes,No,No,1,Male,Caucasian,Greater than 45,50.0,4.0,Low,2.0,1,1,F
3909,M,BLACK,38-42,7,No,6.0,Specialized,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,5.0,1.0,1.0,2.0,0.0,2,No,No,3 or more,1,Yes,1,0,No,No,No,Yes,No,No,No,No,Yes,No,No,No,0,10 or more,0,2,207.4,0.0,0.0,0.0,0.0,0.7974927675988428,1.761089681774349,Yes,No,No,No,No,1,Male,African-American,25 - 45,40.0,6.0,Medium,9.0,0,0,F
3910,M,BLACK,43-47,22,No,3.0,Standard,Less than HS diploma,0,Drug,Less than 1 year,,,,,,5 or more,No,Yes,3 or more,4 or more,Yes,3 or more,2 or more,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,3,4,3 or more,1,111.25,0.25,0.0,0.0,0.0,0.7685393258426966,0.8207865168539326,No,No,No,No,No,0,Male,African-American,25 - 45,45.0,3.0,Low,0.0,0,0,F
